frequency,audio_amplitude,radio_amplitude,combined_amplitude,amplitude_ratio
20.0,0.125,0.045,0.16999999999999998,2.7777777777777777
92585.75457545754,0.012,0.3400943361836183,0.3520943361836183,0.03528432767995628
185151.50915091508,0.012,0.5144930286001572,0.5264930286001572,0.023323931196210446
277717.2637263726,0.012,0.6271751453002443,0.6391751453002443,0.019133411280600577
370283.01830183016,0.012,0.7047977487222407,0.7167977487222407,0.017026161082034294
462848.7728772877,0.012,0.7648842911659587,0.7768842911659587,0.01568864747072748
555414.5274527452,0.012,0.8009815194492422,0.8129815194492422,0.014981619061887025
647980.2820282028,0.012,0.8209957366547466,0.8329957366547466,0.01461639746010808
740546.0366036603,0.012,0.8410099538602509,0.8530099538602509,0.014268558826111133
833111.7911791179,0.012,0.8597092104630311,0.8717092104630311,0.013958208024242193
925677.5457545754,0.012,0.878081039615412,0.890081039615412,0.0136661645777659
1018243.300330033,0.012,0.8964528687677928,0.9084528687677929,0.013386091358594723
1110809.0549054905,0.012,0.9148246979201737,0.9268246979201737,0.013117267195870025
1203374.809480948,0.012,0.918962180525745,0.930962180525745,0.013058208764515982
1295940.5640564056,0.012,0.9116869456343628,0.9236869456343628,0.013162412884666517
1388506.3186318632,0.012,0.9044117107429807,0.9164117107429807,0.013268293474596779
1481072.0732073206,0.012,0.8971364758515986,0.9091364758515986,0.01337589131977842
1573637.827782778,0.012,0.8898612409602165,0.9018612409602165,0.013485248539481551
1666203.5823582357,0.012,0.8825860060688343,0.8945860060688343,0.01359640864174783
1758769.3369336934,0.012,0.8748397790164903,0.8868397790164904,0.01371679739287873
1851335.0915091508,0.012,0.8625929316636184,0.8745929316636184,0.013911544553068037
1943900.8460846082,0.012,0.8503460843107464,0.8623460843107464,0.01411190128514166
2036466.600660066,0.012,0.8380992369578744,0.8500992369578744,0.014318113501161868
2129032.3552355235,0.012,0.8258523896050024,0.8378523896050024,0.014530441700047015
2221598.109810981,0.012,0.8136055422521304,0.8256055422521305,0.014749162065419274
2314163.8643864384,0.012,0.8013586948992585,0.8133586948992585,0.0149745676641202
2406729.618961896,0.012,0.7891118475463864,0.8011118475463864,0.015206969756330523
2499295.3735373537,0.012,0.7768650001935145,0.7888650001935145,0.01544669922960983
2591861.128112811,0.012,0.7646181528406424,0.7766181528406424,0.01569410817074987
2684426.8826882686,0.012,0.7535735462741343,0.7655735462741343,0.015924125865791276
2776992.6372637264,0.012,0.7453842626931294,0.7573842626931294,0.01609907882498498
2869558.391839184,0.012,0.7371949791121244,0.7491949791121244,0.0162779187867676
2962124.1464146413,0.012,0.7290056955311195,0.7410056955311195,0.016460776745039502
3054689.9009900987,0.012,0.7208164119501146,0.7328164119501146,0.016647789646652054
3147255.655565556,0.012,0.7126271283691096,0.7246271283691096,0.016839100733454716
3239821.410141014,0.012,0.7044378447881047,0.7164378447881047,0.017034859908200427
3332387.1647164715,0.012,0.6962485612070997,0.7082485612070997,0.017235224126273766
3424952.919291929,0.012,0.6880592776260948,0.7000592776260948,0.01744035781539311
3517518.6738673868,0.012,0.6798699940450899,0.6918699940450899,0.017650433325645705
3610084.428442844,0.012,0.6716807104640848,0.6836807104640849,0.017865631412444214
3702650.1830183016,0.012,0.6634914268830799,0.67549142688308,0.018086141755249287
